0.010800600051879883,normal,success
0.20075774192810059,relay,rejected
0.20102453231811523,relay,rejected
0.010694503784179688,normal,success
0.20098590850830078,relay,rejected
0.01051783561706543,normal,success
0.20035767555236816,relay,rejected
0.000148773193359375,replay,rejected
0.00019049644470214844,replay,rejected
0.011097431182861328,normal,success
4.57763671875e-05,replay,rejected
7.081031799316406e-05,replay,rejected
0.2003648281097412,relay,rejected
0.20106148719787598,relay,rejected
0.00013971328735351562,replay,rejected
0.010620832443237305,normal,success
0.00025272369384765625,replay,rejected
0.010809183120727539,normal,success
0.0001933574676513672,replay,rejected
0.00020956993103027344,replay,rejected
0.010937929153442383,normal,success
0.20069575309753418,relay,rejected
9.179115295410156e-05,replay,rejected
0.010697364807128906,normal,success
0.00018477439880371094,replay,rejected
0.20080304145812988,relay,rejected
0.01086568832397461,normal,success
0.010741949081420898,normal,success
0.00020647048950195312,replay,rejected
0.00017571449279785156,replay,rejected
0.010801315307617188,normal,success
0.01042795181274414,normal,success
0.00018978118896484375,replay,rejected
0.20061707496643066,relay,rejected
0.010743856430053711,normal,success
0.010677576065063477,normal,success
0.011143922805786133,normal,success
0.20050716400146484,relay,rejected
0.20089340209960938,relay,rejected
0.20038127899169922,relay,rejected
0.20068717002868652,relay,rejected
0.20060062408447266,relay,rejected
0.000110626220703125,impersonation,rejected
0.0002543926239013672,impersonation,rejected
0.0002124309539794922,impersonation,rejected
0.0002238750457763672,impersonation,rejected
4.863739013671875e-05,replay,rejected
3.6716461181640625e-05,impersonation,rejected
7.700920104980469e-05,impersonation,rejected
5.364418029785156e-05,impersonation,rejected
6.365776062011719e-05,impersonation,rejected
0.00010251998901367188,impersonation,rejected
9.107589721679688e-05,impersonation,rejected
0.00017333030700683594,impersonation,rejected
0.00010371208190917969,impersonation,rejected
5.1021575927734375e-05,impersonation,rejected
0.00010657310485839844,replay,rejected
0.00016427040100097656,impersonation,rejected
0.00016570091247558594,impersonation,rejected
0.00016379356384277344,impersonation,rejected
0.00018739700317382812,impersonation,rejected
0.00022840499877929688,impersonation,rejected
0.0001857280731201172,impersonation,rejected
0.0002493858337402344,impersonation,rejected
0.01077890396118164,normal,success
0.010828971862792969,normal,success
0.0002155303955078125,replay,rejected
0.0003483295440673828,replay,rejected
0.0001735687255859375,replay,rejected
0.00011396408081054688,replay,rejected
6.532669067382812e-05,replay,rejected
3.62396240234375e-05,replay,rejected
5.888938903808594e-05,replay,rejected
0.0002205371856689453,replay,rejected
0.0002703666687011719,replay,rejected
0.00021886825561523438,replay,rejected
0.0002620220184326172,replay,rejected
0.0003113746643066406,replay,rejected
0.00012803077697753906,replay,rejected
0.0001380443572998047,replay,rejected
0.00022935867309570312,replay,rejected
0.00016617774963378906,replay,rejected
0.00027489662170410156,replay,rejected
8.845329284667969e-05,impersonation,rejected
9.894371032714844e-05,impersonation,rejected
0.20097708702087402,relay,rejected
0.2010664939880371,relay,rejected
0.010799884796142578,normal,success
0.010839700698852539,normal,success
0.011057376861572266,normal,success
0.011035680770874023,normal,success
0.00019240379333496094,replay,rejected
3.9577484130859375e-05,replay,rejected
0.00033354759216308594,replay,rejected
0.20059967041015625,relay,rejected
0.20078730583190918,relay,rejected
0.0001456737518310547,replay,rejected
